,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
96,Shot Chart Detail,0022000437,168,1630267,Facundo Campazzo,1610612743,Denver Nuggets,2,11,39,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-102,256,1,0,20210217,WAS,DEN
97,Shot Chart Detail,0022000437,422,1630267,Facundo Campazzo,1610612743,Denver Nuggets,3,6,21,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,15,76,137,1,1,20210217,WAS,DEN
98,Shot Chart Detail,0022000437,427,1630267,Facundo Campazzo,1610612743,Denver Nuggets,3,5,19,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,6,78,1,1,20210217,WAS,DEN
99,Shot Chart Detail,0022000437,438,1630267,Facundo Campazzo,1610612743,Denver Nuggets,3,4,6,Made Shot,Running Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-234,80,1,1,20210217,WAS,DEN
100,Shot Chart Detail,0022000437,512,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,11,50,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,31,128,1,1,20210217,WAS,DEN
101,Shot Chart Detail,0022000437,557,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,7,59,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-119,249,1,0,20210217,WAS,DEN
102,Shot Chart Detail,0022000448,65,1630267,Facundo Campazzo,1610612743,Denver Nuggets,1,6,21,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-226,1,1,0,20210511,CHA,DEN
103,Shot Chart Detail,0022000448,329,1630267,Facundo Campazzo,1610612743,Denver Nuggets,3,11,2,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,68,242,1,0,20210511,CHA,DEN
104,Shot Chart Detail,0022000448,372,1630267,Facundo Campazzo,1610612743,Denver Nuggets,3,7,51,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,55,253,1,0,20210511,CHA,DEN
105,Shot Chart Detail,0022000448,402,1630267,Facundo Campazzo,1610612743,Denver Nuggets,3,6,1,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,2,17,1,0,20210511,CHA,DEN
106,Shot Chart Detail,0022000448,477,1630267,Facundo Campazzo,1610612743,Denver Nuggets,3,0,2,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,199,152,1,0,20210511,CHA,DEN
107,Shot Chart Detail,0022000448,533,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,9,9,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-228,42,1,0,20210511,CHA,DEN
108,Shot Chart Detail,0022000448,545,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,8,28,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-16,10,1,1,20210511,CHA,DEN
109,Shot Chart Detail,0022000448,559,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,6,54,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,125,220,1,1,20210511,CHA,DEN
110,Shot Chart Detail,0022000448,628,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,1,30,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,161,201,1,1,20210511,CHA,DEN
111,Shot Chart Detail,0022000470,431,1630267,Facundo Campazzo,1610612743,Denver Nuggets,3,2,10,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-88,244,1,1,20210221,ATL,DEN
112,Shot Chart Detail,0022000470,446,1630267,Facundo Campazzo,1610612743,Denver Nuggets,3,1,5,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-232,-1,1,0,20210221,ATL,DEN
113,Shot Chart Detail,0022000470,511,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,7,15,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,157,196,1,0,20210221,ATL,DEN
114,Shot Chart Detail,0022000470,545,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,4,18,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,176,185,1,0,20210221,ATL,DEN
115,Shot Chart Detail,0022000470,586,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,1,53,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-234,-8,1,1,20210221,ATL,DEN
116,Shot Chart Detail,0022000470,595,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,1,14,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-136,222,1,1,20210221,ATL,DEN
117,Shot Chart Detail,0022000470,646,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,0,19,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-217,115,1,1,20210221,ATL,DEN
118,Shot Chart Detail,0022000487,102,1630267,Facundo Campazzo,1610612743,Denver Nuggets,1,3,2,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-41,256,1,0,20210223,DEN,POR
119,Shot Chart Detail,0022000487,143,1630267,Facundo Campazzo,1610612743,Denver Nuggets,1,0,11,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-89,244,1,1,20210223,DEN,POR
120,Shot Chart Detail,0022000487,392,1630267,Facundo Campazzo,1610612743,Denver Nuggets,3,3,38,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-230,31,1,0,20210223,DEN,POR
121,Shot Chart Detail,0022000487,445,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,11,11,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,-76,37,1,0,20210223,DEN,POR
122,Shot Chart Detail,0022000487,463,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,9,34,Missed Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,198,168,1,0,20210223,DEN,POR
123,Shot Chart Detail,0022000502,164,1630267,Facundo Campazzo,1610612743,Denver Nuggets,2,11,34,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,4,257,1,0,20210225,DEN,WAS
124,Shot Chart Detail,0022000502,235,1630267,Facundo Campazzo,1610612743,Denver Nuggets,2,7,17,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,81,244,1,0,20210225,DEN,WAS
125,Shot Chart Detail,0022000502,243,1630267,Facundo Campazzo,1610612743,Denver Nuggets,2,6,35,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-28,257,1,0,20210225,DEN,WAS
126,Shot Chart Detail,0022000502,315,1630267,Facundo Campazzo,1610612743,Denver Nuggets,2,1,49,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-232,34,1,1,20210225,DEN,WAS
127,Shot Chart Detail,0022000502,510,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,9,28,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,132,99,1,0,20210225,DEN,WAS
128,Shot Chart Detail,0022000502,529,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,7,43,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-165,198,1,0,20210225,DEN,WAS
129,Shot Chart Detail,0022000502,581,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,4,33,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-74,245,1,0,20210225,DEN,WAS
130,Shot Chart Detail,0022000502,627,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,0,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,202,142,1,0,20210225,DEN,WAS
131,Shot Chart Detail,0022000518,178,1630267,Facundo Campazzo,1610612743,Denver Nuggets,2,7,54,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-2,32,1,1,20210227,OKC,DEN
132,Shot Chart Detail,0022000518,450,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,9,37,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-232,52,1,0,20210227,OKC,DEN
133,Shot Chart Detail,0022000518,464,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,8,44,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,13,-2,1,1,20210227,OKC,DEN
134,Shot Chart Detail,0022000518,481,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,7,44,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,175,184,1,1,20210227,OKC,DEN
135,Shot Chart Detail,0022000518,503,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,6,33,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,-1,1,1,20210227,OKC,DEN
136,Shot Chart Detail,0022000563,133,1630267,Facundo Campazzo,1610612743,Denver Nuggets,1,0,26,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,14,267,1,1,20210219,CLE,DEN
137,Shot Chart Detail,0022000563,191,1630267,Facundo Campazzo,1610612743,Denver Nuggets,2,7,46,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,133,226,1,1,20210219,CLE,DEN
138,Shot Chart Detail,0022000563,442,1630267,Facundo Campazzo,1610612743,Denver Nuggets,3,1,15,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,13,2,1,1,20210219,CLE,DEN
139,Shot Chart Detail,0022000563,454,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,11,23,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,15,23,1,0,20210219,CLE,DEN
140,Shot Chart Detail,0022000563,540,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,5,45,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-225,17,1,0,20210219,CLE,DEN
141,Shot Chart Detail,0022000580,133,1630267,Facundo Campazzo,1610612743,Denver Nuggets,1,1,36,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-131,232,1,0,20210312,MEM,DEN
142,Shot Chart Detail,0022000580,191,1630267,Facundo Campazzo,1610612743,Denver Nuggets,2,8,56,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-163,199,1,1,20210312,MEM,DEN
143,Shot Chart Detail,0022000580,482,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,11,22,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,94,239,1,0,20210312,MEM,DEN
144,Shot Chart Detail,0022000580,513,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,8,41,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,231,48,1,0,20210312,MEM,DEN
145,Shot Chart Detail,0022000580,530,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,7,5,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-42,246,1,0,20210312,MEM,DEN
146,Shot Chart Detail,0022000580,535,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,6,25,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-232,24,1,1,20210312,MEM,DEN
147,Shot Chart Detail,0022000580,551,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,5,7,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-13,11,1,1,20210312,MEM,DEN
148,Shot Chart Detail,0022000592,576,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,4,12,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,24,29,1,0,20210313,DEN,DAL
149,Shot Chart Detail,0022000592,582,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,3,42,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-147,210,1,0,20210313,DEN,DAL
150,Shot Chart Detail,0022000606,222,1630267,Facundo Campazzo,1610612743,Denver Nuggets,2,6,49,Missed Shot,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,46,34,1,0,20210315,DEN,IND
151,Shot Chart Detail,0022000606,461,1630267,Facundo Campazzo,1610612743,Denver Nuggets,3,0,40,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,21,-176,127,1,0,20210315,DEN,IND
152,Shot Chart Detail,0022000606,542,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,7,57,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,-2,136,1,0,20210315,DEN,IND
153,Shot Chart Detail,0022000624,144,1630267,Facundo Campazzo,1610612743,Denver Nuggets,1,1,5,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-230,16,1,1,20210317,DEN,CHA
154,Shot Chart Detail,0022000624,148,1630267,Facundo Campazzo,1610612743,Denver Nuggets,1,0,25,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,89,241,1,0,20210317,DEN,CHA
155,Shot Chart Detail,0022000624,452,1630267,Facundo Campazzo,1610612743,Denver Nuggets,3,0,0,Missed Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,39,-151,366,1,0,20210317,DEN,CHA
156,Shot Chart Detail,0022000624,466,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,11,27,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-60,35,1,1,20210317,DEN,CHA
157,Shot Chart Detail,0022000637,143,1630267,Facundo Campazzo,1610612743,Denver Nuggets,2,11,34,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,68,247,1,0,20210319,DEN,CHI
158,Shot Chart Detail,0022000646,152,1630267,Facundo Campazzo,1610612743,Denver Nuggets,1,1,2,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-63,254,1,0,20210321,DEN,NOP
159,Shot Chart Detail,0022000646,187,1630267,Facundo Campazzo,1610612743,Denver Nuggets,2,9,58,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,152,204,1,0,20210321,DEN,NOP
160,Shot Chart Detail,0022000646,198,1630267,Facundo Campazzo,1610612743,Denver Nuggets,2,9,12,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,230,15,1,0,20210321,DEN,NOP
161,Shot Chart Detail,0022000646,507,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,9,47,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,158,218,1,0,20210321,DEN,NOP
162,Shot Chart Detail,0022000661,144,1630267,Facundo Campazzo,1610612743,Denver Nuggets,2,11,24,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,27,5,1,1,20210323,ORL,DEN
163,Shot Chart Detail,0022000661,410,1630267,Facundo Campazzo,1610612743,Denver Nuggets,3,2,50,Missed Shot,Running Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,224,42,1,0,20210323,ORL,DEN
164,Shot Chart Detail,0022000661,458,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,11,29,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,2,256,1,0,20210323,ORL,DEN
165,Shot Chart Detail,0022000661,497,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,7,20,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-237,-26,1,0,20210323,ORL,DEN
166,Shot Chart Detail,0022000661,528,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,6,15,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-59,19,1,0,20210323,ORL,DEN
167,Shot Chart Detail,0022000668,141,1630267,Facundo Campazzo,1610612743,Denver Nuggets,1,0,50,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,213,121,1,0,20210324,TOR,DEN
168,Shot Chart Detail,0022000668,177,1630267,Facundo Campazzo,1610612743,Denver Nuggets,2,10,33,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-81,251,1,0,20210324,TOR,DEN
169,Shot Chart Detail,0022000668,205,1630267,Facundo Campazzo,1610612743,Denver Nuggets,2,8,22,Missed Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-2,19,1,0,20210324,TOR,DEN
170,Shot Chart Detail,0022000668,233,1630267,Facundo Campazzo,1610612743,Denver Nuggets,2,7,18,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,230,82,1,0,20210324,TOR,DEN
171,Shot Chart Detail,0022000668,501,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,9,18,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-163,191,1,1,20210324,TOR,DEN
172,Shot Chart Detail,0022000668,528,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,7,27,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,234,47,1,1,20210324,TOR,DEN
173,Shot Chart Detail,0022000689,154,1630267,Facundo Campazzo,1610612743,Denver Nuggets,1,0,15,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-3,36,1,0,20210326,NOP,DEN
174,Shot Chart Detail,0022000689,197,1630267,Facundo Campazzo,1610612743,Denver Nuggets,2,9,34,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,16,20,1,0,20210326,NOP,DEN
175,Shot Chart Detail,0022000705,394,1630267,Facundo Campazzo,1610612743,Denver Nuggets,3,1,31,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,100,240,1,1,20210328,DEN,ATL
176,Shot Chart Detail,0022000705,521,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,5,20,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,197,172,1,1,20210328,DEN,ATL
177,Shot Chart Detail,0022000719,230,1630267,Facundo Campazzo,1610612743,Denver Nuggets,2,6,30,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,239,29,1,0,20210330,DEN,PHI
178,Shot Chart Detail,0022000719,255,1630267,Facundo Campazzo,1610612743,Denver Nuggets,2,5,2,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-232,58,1,0,20210330,DEN,PHI
179,Shot Chart Detail,0022000719,267,1630267,Facundo Campazzo,1610612743,Denver Nuggets,2,3,29,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-98,246,1,0,20210330,DEN,PHI
180,Shot Chart Detail,0022000719,541,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,4,7,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,225,27,1,0,20210330,DEN,PHI
181,Shot Chart Detail,0022000719,571,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,1,43,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,228,62,1,0,20210330,DEN,PHI
182,Shot Chart Detail,0022000736,407,1630267,Facundo Campazzo,1610612743,Denver Nuggets,3,3,6,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-191,180,1,1,20210401,LAC,DEN
183,Shot Chart Detail,0022000761,153,1630267,Facundo Campazzo,1610612743,Denver Nuggets,1,0,2,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,230,69,1,0,20210404,DEN,ORL
184,Shot Chart Detail,0022000761,164,1630267,Facundo Campazzo,1610612743,Denver Nuggets,2,11,16,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-154,193,1,0,20210404,DEN,ORL
185,Shot Chart Detail,0022000761,498,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,11,33,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,41,43,1,1,20210404,DEN,ORL
186,Shot Chart Detail,0022000782,214,1630267,Facundo Campazzo,1610612743,Denver Nuggets,2,7,15,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,150,213,1,0,20210407,DEN,SAS
187,Shot Chart Detail,0022000782,237,1630267,Facundo Campazzo,1610612743,Denver Nuggets,2,6,13,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,57,250,1,0,20210407,DEN,SAS
188,Shot Chart Detail,0022000782,404,1630267,Facundo Campazzo,1610612743,Denver Nuggets,3,5,42,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,192,175,1,1,20210407,DEN,SAS
189,Shot Chart Detail,0022000782,501,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,11,50,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,102,137,1,0,20210407,DEN,SAS
190,Shot Chart Detail,0022000782,581,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,6,37,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-18,21,1,0,20210407,DEN,SAS
191,Shot Chart Detail,0022000782,596,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,5,41,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-148,215,1,1,20210407,DEN,SAS
192,Shot Chart Detail,0022000782,651,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,2,48,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-112,237,1,0,20210407,DEN,SAS
